Lp	Lon	Lat	ROrder	AbiotType	Geol	Site	River	RBasin	Ecoreg	Mon	Year	Dist	Alt	Width	Dam	Lake	Geomor	FloodVal	Source	FlowDis	BasinArea	AvT	AvJanT	AvJulT	WaterT	FiReach	FiWidth	FiArea	FiDepth	Slope	Tree	Bush	Subs	Substr	Flow	Cond	Ripar	FishSp	spirl	bitt	pred	Asp	Perch	fario	Lota	Zander	Ruffe	Wels	Chubb	Acat	Rain	trutta	Brook	Eel
1977	22.249838	49.853704	3	12	sili	Szklarka-Bachorz	Szklarka	Wisla	10	8	2019	7	248	3	No	No	Sine	No	snow	No	14	7.5	-3.9	17.7	19.1	150	3	450	15	5.5	Yes	Yes	5	GravSton	NA	631	field	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1979	22.308025	49.833968	3	12	sili	forestkowskaRzeka-Chodorowka	LakowskaRzeka	Wisla	10	8	2019	9	257	1.2	No	No	Sine	No	snow	No	11	7.5	-3.9	17.7	18.7	100	1.2	120	40	7.62	Yes	Yes	1	GravSton	NA	627	meadow	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2386	22.316784	49.793681	3	12	sili	Dylagowka-Sielnica	Dylagowka	Wisla	10	8	2019	4	250	2	No	No	Sine	No	snow	No	8	7.5	-3.9	17.7	17.1	150	2	300	30	19.2	Yes	Yes	3	GravSton	NA	553	forest	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
1980	22.38179	49.828318	3	12	sili	Drohobyczka-Chalupki	Drohobyczka	Wisla	10	8	2019	10	228	1.5	No	No	Sine	No	snow	No	35	7.5	-3.9	17.7	21.9	100	1.5	150	40	2.55	No	Yes	3	GravSton	NA	585	builtroad	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
1984	22.42336	49.819936	3	12	sili	KamieNoc-Nonadowa	KamieNoc	Wisla	10	8	2019	9	229	1.2	No	No	Sine	No	snow	No	20	7.5	-3.9	17.7	21	100	1.2	120	20	7.92	Yes	Yes	1	GravSton	NA	614	builtroad	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
2389	22.432246	49.783049	3	12	sili	Jawornik-Iskan	Jawornik	Wisla	10	8	2019	17	226	5	No	No	Sine	No	snow	No	36	7.5	-3.9	17.7	20.4	150	4	600	25	4.66	Yes	Yes	3	GravSton	NA	448	barren	10	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0
2421	22.485689	49.771085	3	12	sili	Stupnica-Bachow	Stupnica	Wisla	10	8	2019	27	220	4	No	No	Sine	No	snow	No	175	7.5	-3.9	17.7	17.8	250	4	1000	40	2.13	Yes	Yes	5	GravSton	NA	463	field	11	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
1953	22.547091	49.797097	3	12	sili	Kamionka-Krzywcza	Kamionka	Wisla	10	8	2019	5	216	2	No	No	Sine	No	snow	No	20	7.5	-3.9	17.7	18.6	150	2	300	15	3.75	Yes	Yes	1	GravSton	NA	589	builtroad	5	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0
2401	22.632522	49.745702	3	12	sili	Olszanka-Olszany	Olszanka	Wisla	10	8	2019	14	211	6	No	No	Sine	No	snow	No	74	7.5	-3.9	17.7	19	150	4	600	30	6	Yes	Yes	5	GravSton	NA	509	forest	8	1	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0
2005	22.669635	49.593861	5	12	sili	Kropiwnica-PaprotnoSopotnik	Kropiwnica	Wisla	10	8	2019	4	425	2	No	No	Sine	No	snow	No	5	6	-4	16	17.3	150	2	300	15	25	Yes	Yes	5	GravSton	NA	360	forest	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	21.730861	49.734972	4	12	sili	Bierska-Leg	Bierska	Wisla	10	8	2019	4	252	1.2	No	No	Sine	No	snow	No	10	7.5	-3.9	17.7	16.2	100	1.2	120	10	4.5	Yes	Yes	1	GravSton	NA	486	builtroad	5	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0
2011	21.662374	49.804805	4	12	sili	Merla-LekiStrzyzowskie	Merla	Wisla	10	8	2019	7.5	238	1.8	No	No	Sine	No	snow	No	18	7.5	-3.9	17.7	19.4	150	1.8	270	20	0.9	Yes	Yes	1	GravSton	NA	487	field	5	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
1931	21.629708	49.861909	4	12	sili	Stepinka-Cieszyna	Stepinka	Wisla	10	8	2019	11	235	2.5	No	No	Sine	No	snow	No	21	7.5	-3.9	17.7	19.9	150	2.5	375	25	6.25	Yes	Yes	5	GravSton	NA	528	barren	7	1	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0
2330	21.743385	49.864213	4	12	sili	Kopytko-WysokaStrzyzowska	Kopytko	Wisla	10	8	2019	20	223	2.5	No	No	Sine	No	snow	No	47	7.5	-3.9	17.7	21.8	150	2.5	375	25	3.73	Yes	Yes	5	GravSton	NA	694	forest	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
2316	21.761928	49.881726	4	12	sili	Rozanka-Strzyzow	Rozanka	Wisla	10	8	2019	12	230	2	No	No	Sine	No	snow	No	33	7.5	-3.9	17.7	21	150	2	300	35	3.16	Yes	Yes	3	GravSton	NA	653	barren	5	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0
2368	21.475505	49.682407	2	14	sili	Wisloka-Majscowa	Wisloka	Wisla	10	8	2019	55	242	20	Yes	No	Sine	No	snow	No	550	7.5	-3.9	17.7	17.5	250	4	1000	40	2.24	Yes	Yes	5	GravSton	NA	356	forest	8	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0
2068	22.5228	50.46672	4	17	sili	DoplywwHarasiukach-Harasiuki	DoplywwHarasiukach	Wisla	16	8	2019	2	175	2	Yes	No	HiMean	Yes	rain	Yes	10	7.5	-3.9	17.7	19.6	100	2	200	80	1	Yes	Yes	5	MudClay	0.15	595	forest	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2071	22.36257	50.50635	4	17	sili	Kurzynka-KurzynaSrednia	Kurzynka	Wisla	16	8	2019	15	163	5	No	No	HiMean	Yes	rain	Yes	65	7.5	-3.9	17.7	16.8	100	5	500	100	0.9	No	Yes	3	sand	0.11	385	meadow	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
2081	22.15051	50.54511	3	17	sili	Chodcza-Klyzow	Chodcza	Wisla	16	8	2019	9	154	2.5	No	No	HiMean	Yes	rain	Yes	30	7.5	-3.9	17.7	16.6	100	2.5	250	40	1.1	Yes	Yes	1	MudClay	0.12	392	builtroad	9	0	1	3	0	1	0	0	0	0	0	1	1	0	0	0	0
2273	22.09001	50.54891	3	17	sili	Barcowka-StalowaWola	Barcowka	Wisla	16	8	2019	30	151	5	No	No	HiMean	Yes	rain	No	110	7.5	-3.9	17.7	18	100	5	500	45	1	Yes	Yes	3	sand	0.48	388	meadow	6	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
2090	22.20075	50.60238	4	17	sili	Gilowka-StudzieNoc	Gilowka	Wisla	16	8	2019	21	161	5	No	No	RegMean	Yes	rain	No	75	7.5	-3.9	17.7	20.2	100	5	500	80	1.1	Yes	Yes	3	sand	0.21	433	barren	8	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
2098	22.04051	50.61505	3	17	sili	DoplywspodRozwadowa-Pilchow	DoplywspodRozwadowa	Wisla	16	8	2019	5	148	3	No	No	Sine	No	rain	No	10	7.5	-3.9	17.7	16.6	200	3	600	5	1	No	No	1	sand	0.05	405	field	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2290	22.03284	50.64441	3	17	sili	Lukawica-KepaRzeczycka	Lukawica	Wisla	16	8	2019	34	145	3	No	No	Sine	Yes	rain	Yes	125	7.5	-3.9	17.7	18	100	3	300	80	0.9	No	Yes	5	organic	0.15	495	builtroad	8	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
1483	21.22389	51.98167	2	17	sili	Czarna-Cedron	Czarna?Cedron	Wisla	14	8	2019	46.1	90.3	1	No	No	NatStra	No	rain	No	77.4	8.5	-2	18	19.6	150	1	150	30	0.58	Yes	Yes	3	MudClay	0.1	555	barren	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1485	20.94583	51.91278	2	17	sili	JeziorkaodzrodeldoKraski	Jeziorka	Wisla	14	8	2019	31	119.7	1	No	No	NatStra	Yes	rain	No	152	8.1	-1.8	17.9	22.3	150	1	150	50	0.95	No	Yes	1	sand	0.05	1508	barren	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1515	20.91805	51.97177	3	17	sili	Tarczynka	Tarczynka	Wisla	14	8	2019	15.2	117.5	1	No	No	RegMean	Yes	rain	No	52.5	8.1	-1.8	17.9	23.5	150	1	150	20	1.32	No	No	3	sand	0.1	785	barren	5	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
2959	22.320626	53.523371	4	17	sili	Wissa-Wasosz-nowy	Wissa	Wisla	16	8	2019	19.7	118.6	3	No	No	Sine	Yes	rain	No	133.4	7.4	-4.2	18.3	15.8	150	2	300	70	0.37	Yes	Yes	3	sand	0.17	607	builtroad	12	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
2971	22.421535	53.400508	5	17	sili	Matlak	Matlak	Wisla	16	8	2019	17.5	107.3	3.5	No	No	RegMean	Yes	rain	No	141.8	7.4	-4.2	18.3	19.3	150	2	300	60	0.55	No	No	3	MudClay	0.09	599	meadow	13	0	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0
3094	22.451162	53.375111	5	17	sili	Doplywwm.Loje-Awissa-Loje-Awissa	Doplywwm.Loje-Awissa	Wisla	16	8	2019	7.9	104.6	2.5	No	No	Sine	Yes	rain	No	25	7.4	-4.2	18.3	14.1	150	2	300	110	0.89	Yes	No	3	MudClay	0.05	622	builtroad	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1302	21.460611	53.448667	4	17	sili	KanalSpaliny?Gradzkie	KanalSpaliny	Wisla	16	8	2019	6.2	120.9	1	No	No	NatStra	No	rain	No	22.9	7.4	-4.2	18.3	18.7	150	1	150	20	2.09	No	No	1	sand	0.07	509	field	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1285	21.598806	53.269528	4	17	sili	KanalKaczor-Czarnia	KanalKaczor	Wisla	16	8	2019	18.8	118.5	3	No	No	NatStra	No	rain	No	82.1	7.4	-4.2	18.3	18.5	150	2	300	120	0.7	Yes	No	1	MudClay	0.02	1483	meadow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1576	21.59014	53.12044	3	17	sili	MalaRozoga	MalaRozoga	Wisla	16	8	2019	6.8	94.2	1.5	No	No	NatStra	No	rain	No	26.5	7.4	-4.2	18.3	19	150	1.5	225	20	0.95	No	No	1	sand	0.05	448	meadow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1577	21.57528	53.11267	4	17	sili	DoplywspodBialobiela	DoplywspodBialobiela	Wisla	16	8	2019	4.8	95.8	1	No	No	NatStra	No	rain	No	11.5	7.4	-4.2	18.3	16.4	150	1	150	20	0.59	No	No	1	MudClay	0	410	meadow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1307	21.046528	53.334306	4	17	sili	PrzezdziedzkaStruga-Zareby	PrzezdzieckaStruga	Wisla	16	8	2019	24.3	118.4	3	No	No	NatStra	No	rain	No	107	7.4	-4.2	18.3	19.6	150	2	300	70	0.25	Yes	Yes	3	sand	0.2	348	meadow	9	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0
1316	21.119472	53.314611	4	17	sili	KanalCupel-Surowe	KanalCupel	Wisla	16	8	2019	4.5	115.7	3	No	No	NatStra	No	rain	No	19.1	7.4	-4.2	18.3	19.5	150	2	300	100	0.32	No	Yes	1	MudClay	0.01	480	meadow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1317	21.162306	53.325056	4	17	sili	Trybowka-Surowe	Trybowka	Wisla	16	8	2019	20.7	115.3	4	No	No	NatStra	No	rain	No	104.8	7.4	-4.2	18.3	21.5	150	2	300	60	0.35	No	No	3	sand	0.1	399	meadow	11	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0
1328	21.252917	53.235	4	17	sili	Ostracha-Guzowatka	Ostracha	Wisla	16	8	2019	8.7	110.4	1	No	No	NatStra	No	rain	No	21.5	7.4	-4.2	18.3	16.7	150	1	150	30	0.2	No	No	1	sand	0.03	758	meadow	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1332	21.384444	53.125417	4	17	sili	Jastrzabka-Wyszel	Jastrzabka	Wisla	16	8	2019	16.5	100.8	1.5	No	No	NatStra	No	rain	No	54.4	7.4	-4.2	18.3	13.5	150	1.5	225	35	1.04	No	No	1	sand	0.1	330	meadow	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1578	21.40681	52.95075	3	17	sili	Roz?Mlynarze	Roz	Wisla	16	8	2019	27.2	89	4	No	No	NatStra	No	rain	No	181.8	8.5	-2	18	18.6	150	2	300	100	1.1	Yes	Yes	3	sand	0.5	481	builtroad	10	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0
1335	20.913139	53.25825	4	17	sili	KanalzKoloniiChorzele-Chorzele	KanalzKoloniiChorzele	Wisla	16	8	2019	8	120.8	2.5	No	No	NatStra	No	rain	No	31.5	8	-1.3	17.4	19	150	2	300	60	0.2	Yes	Yes	1	MudClay	0.04	417	builtroad	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1275	21.017889	53.23225	4	17	sili	DoplywzbagnaSzerokaBiel-Raszujka	DoplywzbagnaSzerokaBiel	Wisla	16	8	2019	8.2	116.5	1	No	No	NatStra	No	rain	No	24.1	7.4	-4.2	18.3	18	150	1	150	20	0.01	No	No	1	MudClay	0.01	1681	meadow	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2992	22.456758	52.613873	5	17	sili	Pelchowka-WojtkowiceStare	Pelchowka	Wisla	16	8	2019	32.8	107.7	4	No	No	Sine	No	rain	No	198.6	8.5	-2	18	19.6	150	2	300	50	1.17	Yes	Yes	3	sand	0.12	485	forest	16	1	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0
2801	22.26913	52.79168	4	17	sili	BrokdoSiennicy	Brok	Wisla	16	8	2019	38.6	115.9	7	No	No	RegMean	No	rain	No	263.8	8.5	-2	18	21.4	150	2	300	70	0.33	Yes	Yes	3	MudClay	0.3	2304	field	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1706	21.71333	52.6175	4	17	sili	Ugoszcz?Brzuza	Ugoszcz	Wisla	16	8	2019	35.1	91	3	No	No	NatStra	Yes	rain	No	136.8	8.5	-2	18	22.9	150	2	300	100	0.3	No	No	1	MudClay	0.02	486	field	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1725	21.14028	52.3125	4	17	sili	DlugaodzrodeldoKanaluMagenta	Dluga	Wisla	16	8	2019	38.9	86.6	2	No	No	NatStra	No	rain	No	237.6	8.5	-2	18	21.2	150	2	300	70	0.8	No	No	1	MudClay	0.2	1066	builtroad	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1731	21.04611	52.39028	4	17	sili	Czarna	Czarna	Wisla	16	8	2019	59.6	79.7	5	No	No	NatStra	No	rain	No	226.8	8.5	-2	18	17.6	150	2	300	90	0.56	No	No	1	sand	0.2	503	meadow	8	0	0	3	0	1	0	0	1	0	0	1	0	0	0	0	0
1544	19.77111	52.51278	2	17	sili	"Slupianka-Borowiczki,mostprzydawnejcukrowni"	Slupianka	Wisla	16	8	2019	21.2	59	2	No	No	Sine	Yes	rain	No	88.7	8.1	-1.8	17.9	16.1	100	2	200	10	0.98	Yes	No	1	MudClay	0.02	754	builtroad	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1548	19.75667	52.5175	2	17	sili	"Rosica-Borowiczki,most"	Rosica	Wisla	16	8	2019	8.8	58.5	2	No	No	Sine	Yes	rain	No	19.8	8.1	-1.8	17.9	17.4	120	2	240	25	10.1	Yes	Yes	5	MudClay	0.24	765	barren	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1559	19.52389	52.38694	3	17	sili	Mosciskamost	Osetnica	Wisla	14	8	2019	19	92.4	2.5	No	Yes	Sine	Yes	rain	Yes	41	8.1	-1.8	17.9	15.7	100	2.5	250	30	1.7	Yes	Yes	3	MudClay	0.02	509	meadow	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164	19.128925	52.687748	2	17	sili	UNochowo	Chelmiczka	Wisla	16	8	2019	29.5	73.1	1.5	No	No	Sine	Yes	rain	No	100.3	8.1	-1.8	17.9	16.7	100	1.5	150	10	1.06	Yes	No	1	sand	0.16	1260	field	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
303	17.834515	53.687272	3	17	sili	Nadolnik	RaciaskaStruga	Wisla	14	8	2019	23	108	4.5	No	Yes	RegMean	No	rain	No	229	8	-1.3	17.4	NA	150	4.5	675	50	0.4	No	No	1	sand	NA	NA	meadow	6	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0
3305	18.36028	53.73786	3	17	sili	Kasparus	Brzezianek	Wisla	14	8	2019	13	95	4.5	No	No	RegMean	No	rain	No	40	8	-1.3	17.4	NA	150	4.5	675	35	0.3	Yes	No	1	sand	NA	NA	builtroad	7	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0
3476	18.827369	53.763081	2	17	sili	Aplinki	StrugaMlynska	Wisla	14	8	2019	25.8	10	1	No	Yes	RegMean	Yes	rain	Yes	97	8	-1.3	17.4	NA	150	1	150	10	0.2	No	No	1	sand	NA	NA	field	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3517	18.074629	54.112762	2	17	sili	WielkiKlincz	Wierzyca	Wisla	14	8	2019	15.5	156	4	No	Yes	RegMean	Yes	rain	No	39	8	-1.3	17.4	NA	150	4	600	50	0.5	No	No	3	sand	NA	NA	field	5	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0
3343	18.209704	53.977333	3	17	sili	Palubin	MalaWierzyca	Wisla	14	8	2019	21	112	3.5	No	Yes	RegMean	No	rain	No	124	8	-1.3	17.4	NA	150	3.5	525	50	2.1	Yes	Yes	3	sand	NA	NA	barren	11	1	0	3	0	1	0	1	0	0	0	1	0	0	0	0	0
3530	18.23162	54.134647	3	17	sili	Skrzydlowo	Wietcisa	Wisla	14	8	2019	12	165	5.5	No	Yes	Sine	No	rain	No	57	8	-1.3	17.4	NA	150	5.5	825	15	2.2	Yes	Yes	3	GravSton	NA	NA	forest	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
3560	18.407015	53.952644	3	17	sili	Piesienica	Piesienica	Wisla	14	8	2019	13	105	4	No	Yes	RegMean	No	rain	No	85	8	-1.3	17.4	NA	150	4	600	40	0.2	Yes	No	1	sand	NA	NA	field	9	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
3569	18.555592	53.843258	3	17	sili	Paczewo	Wegiermuca	Wisla	14	8	2019	8	67	1.5	No	Yes	RegMean	No	rain	No	55	8	-1.3	17.4	NA	150	1.5	225	40	0.1	No	No	1	sand	NA	NA	field	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3489	18.808401	53.94081	2	17	orga	WielkiGarc	KanalGranicznik	Wisla	14	8	2019	7	7	3.5	No	No	NatStra	Yes	rain	No	66	8	-1.3	17.4	NA	150	3.5	525	40	0.1	No	No	1	sand	NA	NA	field	8	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
3325	18.809038	54.069973	2	17	sili	Knybawa	Drybok	Wisla	14	8	2019	17	6	1.2	No	No	RegMean	No	rain	No	81	8	-1.3	17.4	NA	150	1.2	180	10	0.2	No	No	1	sand	NA	NA	field	9	0	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0
3461	17.457453	54.204638	2	17	sili	Grzmiaca	Bytowa	MorBalt	14	8	2019	16.5	110	5	No	Yes	RegMean	No	rain	No	150	8	-1.3	17.4	NA	150	5	750	50	4.5	Yes	Yes	1	GravSton	NA	NA	forest	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
3533	17.303172	54.139764	2	17	sili	Modrzejewo	Kamienica	MorBalt	14	8	2019	18	138	5	No	Yes	Sine	No	rain	No	81	8	-1.3	17.4	NA	150	5	750	20	2.8	Yes	Yes	3	GravSton	NA	NA	forest	6	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
3445	17.364239	54.47273	2	17	sili	Rebowo	Rebowa	MorBalt	14	8	2019	13	72	3	No	Yes	Sine	No	rain	Yes	51	8	-1.3	17.4	NA	150	3	450	30	2.3	Yes	Yes	3	GravSton	NA	NA	forest	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
3452	18.08445	54.38995	2	17	sili	Sianowo	Debnica	MorBalt	14	8	2019	19.5	144	3	No	No	RegMean	Yes	rain	No	45	8	-1.3	17.4	NA	150	3	450	15	1	Yes	Yes	1	sand	NA	NA	meadow	9	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0
3553	18.035166	54.41014	2	17	sili	NowaHuta	Dopl.zjez.Backiego	MorBalt	14	8	2019	7.6	129	2.5	No	Yes	RegMean	Yes	rain	No	36	8	-1.3	17.4	NA	150	2.5	375	15	0.8	Yes	Yes	3	GravSton	NA	NA	field	4	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0
3314	18.002499	54.458367	2	17	sili	Strzepcz	Dopl.zjez.Strzepcz	MorBalt	14	8	2019	2	133	1	No	Yes	RegMean	No	rain	No	12	8	-1.3	17.4	NA	150	1	150	10	2.1	Yes	No	3	GravSton	NA	NA	forest	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
3447	17.791114	54.757799	2	17	sili	Ciekocino	Chelst	MorBalt	14	8	2019	4	17	4	No	No	Sine	No	rain	No	56	8	-1.3	17.4	NA	150	4	600	10	13.3	Yes	Yes	3	GravSton	NA	NA	barren	5	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0
3312	18.452844	54.70019	1	17	sili	Bladzikowo	KanalZelistrzewo	MorBalt	14	8	2019	11	1	1.5	No	No	NatStra	Yes	rain	No	23	8	-1.3	17.4	NA	150	1.5	225	5	0.1	Yes	No	1	sand	NA	NA	meadow	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3334	18.411097	54.663781	1	17	sili	Smolno	Gizdepka	MorBalt	14	8	2019	9	13	1.5	No	No	RegMean	No	rain	No	36	8	-1.3	17.4	NA	150	1.5	225	15	2.5	Yes	Yes	3	sand	NA	NA	meadow	5	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
3339	18.556727	54.481668	1	17	sili	Gdynia	Kacza	MorBalt	14	8	2019	16	4	5	No	No	Sine	No	rain	No	53	8	-1.3	17.4	NA	150	5	750	15	7.1	Yes	Yes	1	GravSton	NA	NA	forest	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
3355	18.675047	54.05662	1	17	sili	Zwierzynek	Motlawa(Szpegawa)	MorBalt	14	8	2019	15	32	8	No	Yes	Sine	No	rain	No	87	8	-1.3	17.4	NA	150	8	1200	40	1.3	Yes	Yes	1	sand	NA	NA	forest	8	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	1
3340	18.579705	54.199009	3	17	sili	Klodawa	Klodawa	MorBalt	14	8	2019	15	44	5	No	No	Sine	No	rain	No	89	8	-1.3	17.4	NA	150	5	750	30	10.3	Yes	Yes	3	GravSton	NA	NA	forest	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
3315	18.162542	54.24508	3	17	sili	Raty	DoplywzRat	MorBalt	14	8	2019	3.3	163	1	No	No	RegMean	No	rain	No	16	8	-1.3	17.4	NA	150	1	150	10	1.1	Yes	Yes	3	sand	NA	NA	meadow	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3514	18.457216	54.27131	4	17	sili	Kolbudy	Reknica	MorBalt	14	8	2019	17.8	96	3.5	No	Yes	RegMean	No	rain	No	52	8	-1.3	17.4	NA	150	3.5	525	20	2	Yes	Yes	1	sand	NA	NA	forest	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
4265	20.712185	53.516034	4	18	sili	DoplywspodJedwabna-Szuc_02	DoplywspodJedwabna	Wisla	16	8	2019	5	131	1	No	Yes	NatStra	Yes	rain	Yes	28	8	-1.3	17.4	20.8	150	1	150	40	0.1	No	No	1	MudClay	0.01	480	barren	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	17.856029	53.690971	3	18	sili	NowyMlyn	CzerskaStruga	Wisla	14	8	2019	31	107	4.5	No	No	RegMean	No	rain	No	194	8	-1.3	17.4	NA	150	4.5	675	30	2.8	Yes	Yes	3	sand	NA	NA	forest	9	0	0	4	0	1	1	1	0	0	0	1	0	0	0	0	0
3321	18.342758	53.708415	3	18	sili	Suchobrzeznica	Dopl.zjez.Brzezno	Wisla	14	8	2019	11.5	103	1.5	No	Yes	RegMean	No	rain	No	30	8	-1.3	17.4	NA	150	1.5	225	10	1.5	Yes	Yes	1	sand	NA	NA	forest	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
2221	22.58546	50.16666	2	19	sili	San-Ubieszyn	San	Wisla	16	8	2019	345	170	45	Yes	No	Sine	No	rain	Yes	10720	7.5	-3.9	17.7	20.5	400	4	1600	80	1.2	Yes	Yes	3	sand	0.38	420	field	13	1	1	4	1	0	0	0	1	0	1	1	0	0	0	0	0
2279	22.097	50.79794	3	19	sili	Bukowa-ChlopskaWola	Bukowa	Wisla	16	8	2019	52	151	10	No	No	Sine	Yes	rain	No	660	7.5	-3.9	17.7	21.1	200	5	1000	60	0.9	Yes	Yes	3	sand	0.44	420	barren	11	1	1	2	0	0	0	0	0	0	0	1	1	0	0	0	0
1492	21.06861	52.0825	2	19	sili	JeziorkaodKraskidoRowuJeziorki	Jeziorka	Wisla	14	8	2019	57	91.2	10	No	No	NatStra	No	rain	No	883.3	8.5	-2	18	24.1	150	2	300	50	0.41	Yes	No	3	sand	0.2	780	barren	8	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0
1567	21.62083	53.14667	3	19	sili	Rozoga-LegStaroscinski	Rozoga	Wisla	16	8	2019	76.1	95	6	No	No	NatStra	No	rain	No	487.8	7.4	-4.2	18.3	18.4	150	2	300	60	0.58	Yes	Yes	3	sand	0.3	431	meadow	9	0	0	3	0	1	0	1	0	0	0	1	0	0	0	0	0
1561	21.69222	53.17417	3	19	sili	Szkwa?Socha	Szkwa	Wisla	16	8	2019	73.2	95.1	20	No	No	NatStra	No	rain	No	477.1	7.4	-4.2	18.3	17.1	150	2	300	100	0.63	Yes	Yes	1	MudClay	0.01	602	barren	6	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
1588	21.094444	52.738055	3	19	sili	PeltaoddoplywuzChelchdoujscia	Pelta	Wisla	16	8	2019	48.2	80.1	5	No	No	NatStra	No	rain	No	363.1	8.5	-2	18	16.5	150	2	300	100	0.93	Yes	Yes	3	sand	0.15	736	barren	6	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
2675	22.4725	52.64683	4	19	sili	Nurzec-Tworkowice	Nurzec	Wisla	16	8	2019	97.5	108.9	15	No	No	RegMean	No	rain	Yes	1855.5	8.5	-2	18	21.4	150	2	300	120	0.4	Yes	Yes	5	sand	0.25	544	forest	12	1	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0
